-2,2.18503986326
-1.9,2.92709751472
-1.8,4.28626167469
-1.7,7.69660213917
-1.6,34.23253273702
-1.5,-14.10141994666
-1.4,-5.79788371550
-1.3,-3.60210244804
-1.2,-2.57215162211
-1.1,-1.96475965723
-1.0,-1.55740772465
-0.9,-1.26015821756
-0.8,-1.02963855705
-0.7,-0.84228838047
-0.6,-0.68413680835
-0.5,-0.54630248984
-0.4,-0.42279321874
-0.3,-0.30933624961
-0.2,-0.20271003551
-0.1,-0.10033467209
0.0,0E-11
0.1,101.01177518804
0.2,36.29583138768
0.3,18.92762900102
0.4,11.79978965069
0.5,8.13912723175
0.6,5.95349922389
0.7,4.49918463812
0.8,3.45411711566
0.9,2.66352344647
1.0,null
1.1,1.55922711121
1.2,1.17422212542
1.3,0.87526569910
1.4,0.65140484087
1.5,0.49497338920
1.6,0.40030330919
1.7,0.36298392275
1.8,0.37942399558
1.9,0.44658626944
2.0,0.56182203623
